date,sku,category,units_sold,order_value,channel,country,customer_segment,cost_per_unit,margin_pct,promo_flag,event,ad_spend,web_traffic,review_score,discontinued_flag,launch_date,discontinue_date,archetype
2023-02-22,Viral Spike,Apparel,13.0,395.39906936291186,mobile,CA,Family,17,0.4,0,,391.8398033512309,1566.1410413756853,4.217781953191631,0,2022-02-15,,viral
2023-02-23,Viral Spike,Apparel,18.0,535.5143113343513,amazon,US,Young Pro,17,0.4,0,,353.0773612350557,1449.6380550513497,4.201336259043072,0,2022-02-15,,viral
2023-02-24,Viral Spike,Apparel,,242.52986581700517,website,US,Family,17,0.4,0,,298.7122190734223,1269.6791779905675,4.199285146441415,0,2022-02-15,,viral
2023-02-25,Viral Spike,Apparel,19.0,550.199740877919,mobile,US,Young Pro,17,0.4,0,,344.38965120416293,1054.8241582983276,4.055749381069454,0,2022-02-15,,viral
2023-02-26,Viral Spike,Apparel,19.0,590.9061818579411,mobile,US,Family,17,0.4,0,,351.33438907252525,1486.6845731214535,4.321394618765952,0,2022-02-15,,viral
2023-02-27,Viral Spike,Apparel,11.0,370.62459050361514,amazon,US,Older Adult,17,0.4,0,,365.02237173597814,1609.5213761006214,4.16511802951715,0,2022-02-15,,viral
2023-02-28,Viral Spike,Apparel,13.0,403.67552196663706,mobile,US,Family,17,0.4,0,,469.14791721033225,1406.505349025329,4.243454034170588,0,2022-02-15,,viral
2023-03-01,Viral Spike,Apparel,17.0,575.6547991917661,amazon,US,Older Adult,17,0.4,0,,298.08209382451537,1147.1686294885642,4.4155912179145025,0,2022-02-15,,viral
2023-03-02,Viral Spike,Apparel,14.0,408.5424979421008,mobile,US,Young Pro,17,0.4,0,,310.1732084154603,1292.8656872195502,4.440930265476636,0,2022-02-15,,viral
2023-03-03,Viral Spike,Apparel,14.0,464.07871024679883,mobile,US,Older Adult,17,0.4,0,,326.13787026997693,1051.792432779707,4.412288770526792,0,2022-02-15,,viral
2023-03-04,Viral Spike,Apparel,24.0,763.740518004239,amazon,US,Family,17,0.4,0,,231.63208883505533,1151.483265780027,4.340527705110225,0,2022-02-15,,viral
2023-03-05,Viral Spike,Apparel,20.0,570.7977146968105,website,US,Young Pro,17,0.4,0,,446.2913042188434,1340.5846482075265,4.564504237953865,0,2022-02-15,,viral
2023-03-06,Viral Spike,Apparel,14.0,434.56797752480054,mobile,US,Family,17,0.4,0,,239.91290408946782,1349.9031062810802,4.225092382272416,0,2022-02-15,,viral
2023-03-07,Viral Spike,Apparel,13.0,404.010297762413,mobile,US,Family,17,0.4,0,,328.0752523973103,1344.1983438123586,4.284956023357466,0,2022-02-15,,viral
2023-03-08,Viral Spike,Apparel,14.0,426.50948604831814,website,US,Family,17,0.4,0,,398.87913566191804,1289.6238021503784,4.44457936640831,0,2022-02-15,,viral
2023-03-09,Viral Spike,Apparel,16.0,496.46503334451535,mobile,US,Family,17,0.4,0,,446.9543056771541,1087.677442106586,4.206550498037393,0,2022-02-15,,viral
2023-03-10,Viral Spike,Apparel,12.0,372.65267855832946,mobile,US,Family,17,0.4,0,,414.5506628948894,1296.7090715320778,4.247364834586279,0,2022-02-15,,viral
2023-03-11,Viral Spike,Apparel,20.0,584.9345748172308,mobile,US,Young Pro,17,0.4,0,,452.1801840275096,932.3056604508706,4.553048047394334,0,2022-02-15,,viral
2023-03-12,Viral Spike,Apparel,22.0,701.2990076027603,amazon,US,Family,17,0.4,0,,441.31935493367394,1357.5029598185524,4.426724188509375,0,2022-02-15,,viral
2023-03-13,Viral Spike,Apparel,16.0,465.2371519679216,mobile,US,Young Pro,17,0.4,0,,275.48280483436383,1366.326188896078,4.261386510178079,0,2022-02-15,,viral
2023-03-14,Viral Spike,Apparel,21.0,624.3926238058173,amazon,US,Young Pro,17,0.4,0,,526.2436463622166,1111.1846481073608,4.17139846385092,0,2022-02-15,,viral
2023-03-15,Viral Spike,Apparel,18.0,568.7453185144497,amazon,US,Family,17,0.4,0,,436.1815493680927,1216.232990081341,3.985129421783048,0,2022-02-15,,viral
2023-03-16,Viral Spike,Apparel,15.0,437.1321960585006,mobile,US,Young Pro,17,0.4,0,,295.0633349127471,1303.7021877942284,4.3729923740029335,0,2022-02-15,,viral
2023-03-17,Viral Spike,Apparel,17.0,528.6696473202244,mobile,US,Family,17,0.4,0,,336.4869066064552,1272.1563928055396,4.317992825541493,0,2022-02-15,,viral
2023-03-18,Viral Spike,Apparel,21.0,609.5381235643135,mobile,US,Young Pro,17,0.4,0,,423.57213932493073,1464.6506004404002,4.172381517877732,0,2022-02-15,,viral
2023-03-19,Viral Spike,Apparel,22.0,701.0414297651585,amazon,US,Family,17,0.4,0,,442.2068167921068,1195.4379935882139,4.4082765779095485,0,2022-02-15,,viral
2023-03-20,Viral Spike,Apparel,13.0,439.55432169243994,amazon,US,Older Adult,17,0.4,0,,347.451331729627,1186.3873009879474,4.341182747531068,0,2022-02-15,,viral
2023-03-21,Viral Spike,Apparel,14.0,405.8398573851936,mobile,US,Young Pro,17,0.4,0,,385.0332970175831,1301.233175776424,4.108570287172827,0,2022-02-15,,viral
2023-03-22,Viral Spike,Apparel,14.0,435.45037908606923,mobile,US,Family,17,0.4,0,,484.6474730685247,1245.4265410885282,4.326669631180989,0,2022-02-15,,viral
2023-03-23,Viral Spike,Apparel,11.0,364.1820474778034,mobile,US,Older Adult,17,0.4,0,,355.6521510309062,1289.312805751396,4.35015227712975,0,2022-02-15,,viral
2023-03-24,Viral Spike,Apparel,15.0,437.21194835168706,mobile,US,Young Pro,17,0.4,0,,359.2905193113876,1535.7913091937194,4.382146152273978,0,2022-02-15,,viral
2023-03-25,Viral Spike,Apparel,19.0,590.6973175914961,mobile,US,Family,17,0.4,0,,280.4116019923183,1206.441619420091,4.303678492853492,0,2022-02-15,,viral
2023-03-26,Viral Spike,Apparel,14.0,461.0617313964836,mobile,US,Older Adult,17,0.4,0,,385.6766177300758,1385.8876903862813,4.085858339865505,0,2022-02-15,,viral
2023-03-27,Viral Spike,Apparel,12.0,342.26067227853764,mobile,CA,Young Pro,17,0.4,0,,296.10587875819766,1011.0963511270611,4.306970438693188,0,2022-02-15,,viral
2023-03-28,Viral Spike,Apparel,17.0,494.87198027894567,mobile,US,Young Pro,17,0.4,0,,339.5418178769229,1260.3069231432382,4.317847610324484,0,2022-02-15,,viral
2023-03-29,Viral Spike,Apparel,13.0,376.98916753032364,mobile,US,Young Pro,17,0.4,0,,362.25143148854096,1293.7323460457806,4.126829382671717,0,2022-02-15,,viral
2023-03-30,Viral Spike,Apparel,13.0,404.9462040584283,mobile,US,Family,17,0.4,0,,375.28116402897695,1165.3049141152428,4.400979862199008,0,2022-02-15,,viral
2023-03-31,Viral Spike,Apparel,13.0,376.8697918219329,mobile,US,Young Pro,17,0.4,0,,311.11289844910306,1053.5049549740231,4.111019775556722,0,2022-02-15,,viral
2023-04-01,Viral Spike,Apparel,18.0,594.1171241774317,mobile,US,Older Adult,17,0.4,0,,396.10006184554254,1438.8681975686507,4.197233373511033,0,2022-02-15,,viral
2023-04-02,Viral Spike,Apparel,18.0,559.4351596443342,mobile,US,Family,17,0.4,0,,362.87049594565144,1274.5929577222873,4.288204820873327,0,2022-02-15,,viral
2023-04-03,Viral Spike,Apparel,20.0,635.4831153449369,amazon,US,Family,17,0.4,0,,301.0080366269243,1250.1006233826,4.264321061838505,0,2022-02-15,,viral
2023-04-04,Viral Spike,Apparel,17.0,517.3033200115547,mobile,CA,Family,17,0.4,0,,400.6108007843267,1106.428548378258,4.241288393993019,0,2022-02-15,,viral
2023-04-05,Viral Spike,Apparel,18.0,524.4325230756817,mobile,US,Young Pro,17,0.4,0,,350.78195998038694,1201.6693417791546,4.360929992891606,0,2022-02-15,,viral
2023-04-06,Viral Spike,Apparel,15.0,465.7789925719574,mobile,US,Family,17,0.4,0,,399.65940360648534,1321.1252898304328,4.24340505742223,0,2022-02-15,,viral
2023-04-07,Viral Spike,Apparel,10.0,290.81613853186025,mobile,US,Young Pro,17,0.4,0,,534.3471169837491,1062.720256558499,4.268775643935759,0,2022-02-15,,viral
2023-04-08,Viral Spike,Apparel,18.0,512.1349344165759,mobile,CA,Young Pro,17,0.4,0,,292.3055152887847,1540.3617675340981,4.184377596558221,0,2022-02-15,,viral
2023-04-09,Viral Spike,Apparel,21.0,665.2098964595543,amazon,US,Family,17,0.4,0,,421.70198086963364,1141.621580744933,4.1107065170733925,0,2022-02-15,,viral
2023-04-10,Viral Spike,Apparel,16.0,529.3025520652591,mobile,US,Older Adult,17,0.4,0,,329.5382786207532,1403.4451817023212,4.31069351791773,0,2022-02-15,,viral
2023-04-11,Viral Spike,Apparel,13.0,429.7007224519775,mobile,US,Older Adult,17,0.4,0,,472.6777285103881,1301.7555853098588,4.269025590116422,0,2022-02-15,,viral
2023-04-12,Viral Spike,Apparel,17.0,482.18218565192535,mobile,CA,Young Pro,17,0.4,0,,340.99115200800566,1311.6151480590634,4.029282311114725,0,2022-02-15,,viral
2023-04-13,Viral Spike,Apparel,10.0,323.5097077985061,mobile,CA,Older Adult,17,0.4,0,,506.875715907718,1046.7540530390525,4.204334269099143,0,2022-02-15,,viral
2023-04-14,Viral Spike,Apparel,18.0,512.440596058697,website,US,Young Pro,17,0.4,0,,492.99858252076103,1377.2167177256138,4.439274123401652,0,2022-02-15,,viral
2023-04-15,Viral Spike,Apparel,21.0,656.2116259247891,mobile,US,Family,17,0.4,0,,323.8110037828976,1378.5168934287904,4.5596658550929785,0,2022-02-15,,viral
2023-04-16,Viral Spike,Apparel,20.0,619.4196608828324,mobile,US,Family,17,0.4,0,,341.7010907696645,1478.339472733262,4.1129460824200095,0,2022-02-15,,viral
2023-04-17,Viral Spike,Apparel,17.0,496.15498064258344,mobile,US,Young Pro,17,0.4,0,,384.77305298817254,1266.0770848130942,4.447782662764804,0,2022-02-15,,viral
2023-04-18,Viral Spike,Apparel,12.0,373.0396695546379,mobile,US,Family,17,0.4,0,,319.60064980794016,1455.1147739843723,4.299337839731122,0,2022-02-15,,viral
2023-04-19,Viral Spike,Apparel,18.0,525.867937657152,mobile,US,Young Pro,17,0.4,0,,408.69695525078896,1087.923107750974,4.49822454874721,0,2022-02-15,,viral
2023-04-20,Viral Spike,Apparel,16.0,497.83848343736287,mobile,US,Family,17,0.4,0,,460.0710747480174,1418.0106388961938,4.344891562989817,0,2022-02-15,,viral
2023-04-21,Viral Spike,Apparel,11.0,364.19176702917133,mobile,US,Older Adult,17,0.4,0,,415.90058598411747,1302.1659002560687,4.351490720319188,0,2022-02-15,,viral
2023-04-22,Viral Spike,Apparel,12.0,387.72967920788466,website,US,Older Adult,17,0.4,0,,290.09492560222725,1469.0218550355469,4.21672848398925,0,2022-02-15,,viral
2023-04-23,Viral Spike,Apparel,20.0,606.8610000956031,website,US,Family,17,0.4,0,,430.3603063388319,1291.9937579045593,4.243512927070071,0,2022-02-15,,viral
2023-04-24,Viral Spike,Apparel,10.0,290.7481326973777,mobile,US,Young Pro,17,0.4,0,,353.33916481222474,1042.9304040476645,4.257067322360567,0,2022-02-15,,viral
2023-04-25,Viral Spike,Apparel,14.0,472.6034994006802,amazon,US,Older Adult,17,0.4,0,,422.0129606908796,1256.771458339869,4.260394682650953,0,2022-02-15,,viral
2023-04-26,Viral Spike,Apparel,16.0,541.3080411915671,amazon,US,Older Adult,17,0.4,0,,411.66788719248495,1295.1917154740947,4.370666200404743,0,2022-02-15,,viral
2023-04-27,Viral Spike,Apparel,0.0,0.0,mobile,US,Family,17,0.4,0,,387.65281839955645,1289.313542438648,4.483865590354204,0,2022-02-15,,viral
2023-04-28,Viral Spike,Apparel,11.0,362.663055169063,mobile,US,Older Adult,17,0.4,0,,492.673479941477,1376.1776270881976,4.140977508305475,0,2022-02-15,,viral
2023-04-29,Viral Spike,Apparel,20.0,568.0630839434654,website,US,Young Pro,17,0.4,0,,313.3452513560819,1048.298250055061,4.323213289129288,0,2022-02-15,,viral
2023-04-30,Viral Spike,Apparel,20.0,584.524845076911,mobile,US,Young Pro,17,0.4,0,,343.86881868661544,1328.2115487414776,4.517777194569093,0,2022-02-15,,viral
2023-05-01,Viral Spike,Apparel,14.0,398.2120984033587,mobile,CA,Young Pro,17,0.4,0,,441.13944420593,1414.968087502897,4.169937600548636,0,2022-02-15,,viral
2023-05-02,Viral Spike,Apparel,9.0,297.58453502381826,mobile,US,Older Adult,17,0.4,0,,371.06866148649146,1471.416231802551,4.285758650815148,0,2022-02-15,,viral
2023-05-03,Viral Spike,Apparel,17.0,484.441456815112,website,US,Young Pro,17,0.4,0,,386.8926592123972,898.4887308488255,4.488040499838613,0,2022-02-15,,viral
2023-05-04,Viral Spike,Apparel,19.0,577.430445357805,website,US,Family,17,0.4,0,,229.8288515927789,920.8844468349303,4.322720293782433,0,2022-02-15,,viral
2023-05-05,Viral Spike,Apparel,20.0,596.4401512856814,amazon,US,Young Pro,17,0.4,0,,356.29088672385296,1399.6830455662655,4.321021116443815,0,2022-02-15,,viral
2023-05-06,Viral Spike,Apparel,12.0,395.54136090173057,mobile,US,Older Adult,17,0.4,0,,384.9359029093893,1416.6595999912106,4.1294825677519,0,2022-02-15,,viral
2023-05-07,Viral Spike,Apparel,19.0,603.8239948669391,amazon,US,Family,17,0.4,0,,416.32998530353507,1316.963605392708,4.273860697722715,0,2022-02-15,,viral
2023-05-08,Viral Spike,Apparel,16.0,496.2989825237043,mobile,US,Family,17,0.4,0,,560.9069436834357,1225.1229328144655,4.189824992315104,0,2022-02-15,,viral
2023-05-09,Viral Spike,Apparel,13.0,430.13065170417156,mobile,US,Older Adult,17,0.4,0,,325.3308733145477,1124.0122275411181,4.319121244150258,0,2022-02-15,,viral
2023-05-10,Viral Spike,Apparel,18.0,512.3205646059195,website,US,Young Pro,17,0.4,0,,441.22349852925026,1534.351729735756,4.427506333913665,0,2022-02-15,,viral
2023-05-11,Viral Spike,Apparel,17.0,493.5500021490937,mobile,US,Young Pro,17,0.4,0,,493.0957355058647,1198.1994315260624,4.183965109200146,0,2022-02-15,,viral
2023-05-12,Viral Spike,Apparel,14.0,436.72419509582653,mobile,US,Family,17,0.4,0,,454.4461917402831,1110.061052453169,4.473304373872055,0,2022-02-15,,viral
2023-05-13,Viral Spike,Apparel,16.0,496.4635897787124,mobile,US,Family,17,0.4,0,,370.6990259974466,1181.1801852513997,4.206405094552008,0,2022-02-15,,viral
2023-05-14,Viral Spike,Apparel,19.0,553.5680586945613,mobile,US,Young Pro,17,0.4,0,,404.0016879214257,1024.704332052543,4.360965825981538,0,2022-02-15,,viral
2023-05-15,Viral Spike,Apparel,12.0,405.43210449582847,amazon,US,Older Adult,17,0.4,0,,452.12544232158723,1058.6060910352633,4.302830511100898,0,2022-02-15,,viral
2023-05-16,Viral Spike,Apparel,17.0,494.151569392065,mobile,US,Young Pro,17,0.4,0,,202.5907213846802,1258.5700294130536,4.24488845223041,0,2022-02-15,,viral
2023-05-17,Viral Spike,Apparel,11.0,319.26486510017213,mobile,US,Young Pro,17,0.4,0,,364.67238345324427,1320.1183051965402,4.169719332229891,0,2022-02-15,,viral
2023-05-18,Viral Spike,Apparel,15.0,437.4272391442469,mobile,US,Young Pro,17,0.4,0,,205.12931074773132,942.7099621982376,4.406856716699787,0,2022-02-15,,viral
2023-05-19,Viral Spike,Apparel,15.0,465.2487959528896,mobile,US,Family,17,0.4,0,,240.36881420340023,1627.7741059565642,4.186440607347797,0,2022-02-15,,viral
2023-05-20,Viral Spike,Apparel,20.0,570.1989242161485,mobile,CA,Young Pro,17,0.4,0,,492.5096036698592,1221.4606385688053,4.286281516951525,0,2022-02-15,,viral
2023-05-21,Viral Spike,Apparel,17.0,494.7497128277939,mobile,US,Young Pro,17,0.4,0,,319.1359684431335,1371.8862506423297,4.305465051342122,0,2022-02-15,,viral
2023-05-22,Viral Spike,Apparel,11.0,342.78663212145057,mobile,US,Family,17,0.4,0,,333.9351683567254,1200.6651479431396,4.4214683351330395,0,2022-02-15,,viral
2023-05-23,Viral Spike,Apparel,13.0,403.8265221420812,mobile,US,Family,17,0.4,0,,340.00445236984143,1413.4715931783733,4.2621734509491365,0,2022-02-15,,viral
2023-05-24,Viral Spike,Apparel,15.0,435.50590566950194,mobile,US,Young Pro,17,0.4,0,,331.8395301913381,1104.9849250517987,4.186330636384728,0,2022-02-15,,viral
2023-05-25,Viral Spike,Apparel,16.0,464.3464386100184,mobile,US,Young Pro,17,0.4,0,,413.7797218308921,1313.273216265328,4.165542174679168,0,2022-02-15,,viral
2023-05-26,Viral Spike,Apparel,17.0,507.2534067477148,amazon,US,Young Pro,17,0.4,0,,285.6142283766235,1136.2243058075458,4.348631413516044,0,2022-02-15,,viral
2023-05-27,Viral Spike,Apparel,23.0,684.8334441790989,amazon,US,Young Pro,17,0.4,0,,383.8483176728532,1253.2347697650714,4.242633845750742,0,2022-02-15,,viral
2023-05-28,Viral Spike,Apparel,16.0,497.7469514420802,mobile,US,Family,17,0.4,0,,278.27910243936185,1190.5746676855501,4.335671982481884,0,2022-02-15,,viral
2023-05-29,Viral Spike,Apparel,12.0,349.246434444277,mobile,US,Young Pro,17,0.4,0,,305.5159029051386,1362.4700644447264,4.307092459724103,0,2022-02-15,,viral
2023-05-30,Viral Spike,Apparel,14.0,408.06411847087395,mobile,US,Young Pro,17,0.4,0,,357.2394978288392,1250.5086818378727,4.3821010622103715,0,2022-02-15,,viral
2023-05-31,Viral Spike,Apparel,13.0,430.59355456162064,mobile,US,Older Adult,17,0.4,0,,320.15877644579217,1292.6490760364645,4.373059005490516,0,2022-02-15,,viral
2023-06-01,Viral Spike,Apparel,10.0,304.46658776541386,mobile,CA,Family,17,0.4,0,,351.16486616757715,1222.6618412670903,4.269329830356334,0,2022-02-15,,viral
2023-06-02,Viral Spike,Apparel,12.0,381.4752151167106,amazon,US,Family,17,0.4,0,,375.8924406264137,1215.6949453300222,4.2886574470470835,0,2022-02-15,,viral
2023-06-03,Viral Spike,Apparel,18.0,535.1788501085109,website,CA,Family,17,0.4,0,,255.60125398525508,1222.524005366543,4.236729655274351,0,2022-02-15,,viral
2023-06-04,Viral Spike,Apparel,17.0,495.71547169641593,mobile,US,Young Pro,17,0.4,0,,390.4277434884564,1239.9518042203529,4.4032716715080795,0,2022-02-15,,viral
2023-06-05,Viral Spike,Apparel,11.0,320.1508649718889,mobile,US,Young Pro,17,0.4,0,,204.94680737952612,1330.5629930351702,4.308391543793747,0,2022-02-15,,viral
2023-06-06,Viral Spike,Apparel,13.0,378.3669333361705,mobile,US,Young Pro,17,0.4,0,,186.70417746574816,932.8556791137677,4.309294780201378,0,2022-02-15,,viral
2023-06-07,Viral Spike,Apparel,7.0,232.1668410383194,mobile,US,Older Adult,17,0.4,0,,442.7897740545639,1108.074545281337,4.439876157893618,0,2022-02-15,,viral
2023-06-08,Viral Spike,Apparel,16.0,509.4354489198034,amazon,US,Family,17,0.4,0,,426.21568491566734,1096.4453223672936,4.367619050663406,0,2022-02-15,,viral
2023-06-09,Viral Spike,Apparel,12.0,381.6973549216161,amazon,US,Family,17,0.4,0,,462.60854266134993,1278.043385062489,4.317824963447484,0,2022-02-15,,viral
2023-06-10,Viral Spike,Apparel,16.0,442.5057558792367,website,CA,Young Pro,17,0.4,0,,274.9354131730095,1053.0967963580113,4.001818263719619,0,2022-02-15,,viral
2023-06-11,Viral Spike,Apparel,17.0,540.0435549838191,amazon,US,Family,17,0.4,0,,411.69060538133493,1262.2801448727275,4.253468393211105,0,2022-02-15,,viral
2023-06-12,Viral Spike,Apparel,12.0,373.5529628721984,mobile,US,Family,17,0.4,0,,311.7564345598034,891.9320768937469,4.368273283937471,0,2022-02-15,,viral
2023-06-13,Viral Spike,Apparel,14.0,436.98591932524283,mobile,US,Family,17,0.4,0,,332.34836408803665,1072.5446803107216,4.503432637877614,0,2022-02-15,,viral
2023-06-14,Viral Spike,Apparel,9.0,278.62420714851874,mobile,US,Family,17,0.4,0,,273.50093531019144,1086.926127620666,4.092417790047224,0,2022-02-15,,viral
2023-06-15,Viral Spike,Apparel,12.0,372.61241845842585,mobile,US,Family,17,0.4,0,,177.46045522148583,1301.6233822407644,4.24195789127395,0,2022-02-15,,viral
2023-06-16,Viral Spike,Apparel,12.0,348.5973771830811,mobile,US,Young Pro,17,0.4,0,,186.76929412329525,1228.3585582098112,4.213970901446362,0,2022-02-15,,viral
2023-06-17,Viral Spike,Apparel,14.0,406.7551318897492,mobile,US,Young Pro,17,0.4,0,,231.71483211268946,1074.2522348962555,4.221127102654144,0,2022-02-15,,viral
2023-06-18,Viral Spike,Apparel,14.0,407.9521216814943,mobile,US,Young Pro,17,0.4,0,,240.2944161194926,976.4093771998567,4.368328142835945,0,2022-02-15,,viral
2023-06-19,Viral Spike,Apparel,,,mobile,US,Family,17,0.4,0,|missing,233.54247490152886,947.6219806105847,4.167176251659719,0,2022-02-15,,viral
2023-06-20,Viral Spike,Apparel,13.0,377.6126376459053,mobile,US,Young Pro,17,0.4,0,,288.5055590387989,1036.911111818501,4.209399092273081,0,2022-02-15,,viral
2023-06-21,Viral Spike,Apparel,13.0,429.96843872493287,mobile,US,Older Adult,17,0.4,0,,380.52726383467393,1007.3733743931599,4.300220075536413,0,2022-02-15,,viral
2023-06-22,Viral Spike,Apparel,9.0,291.7801245894338,mobile,CA,Older Adult,17,0.4,0,,411.99788042379254,916.3408550517761,4.311052934381267,0,2022-02-15,,viral
2023-06-23,Viral Spike,Apparel,12.0,364.512755697918,mobile,CA,Family,17,0.4,0,,438.57818537138786,1092.899290548352,4.153235499394012,0,2022-02-15,,viral
2023-06-24,Viral Spike,Apparel,18.0,581.6649834610221,website,US,Older Adult,17,0.4,0,,235.10737156322205,849.7727802463855,4.22278839534072,0,2022-02-15,,viral
2023-06-25,Viral Spike,Apparel,13.0,377.1373048955732,mobile,US,Young Pro,17,0.4,0,,317.59068845211783,917.8289218791034,4.146448060334164,0,2022-02-15,,viral
2023-06-26,Viral Spike,Apparel,12.0,373.6169899411977,mobile,US,Family,17,0.4,0,,212.9595960742326,1105.913666614848,4.376872138221553,0,2022-02-15,,viral
2023-06-27,Viral Spike,Apparel,13.0,403.9109832469569,mobile,US,Family,17,0.4,0,,300.39460324372334,976.9774923922089,4.27264405218581,0,2022-02-15,,viral
2023-06-28,Viral Spike,Apparel,15.0,447.49593956848315,amazon,US,Young Pro,17,0.4,0,,323.8910997892199,1004.5474897288649,4.339601072098947,0,2022-02-15,,viral
2023-06-29,Viral Spike,Apparel,15.0,437.48179803888337,mobile,US,Young Pro,17,0.4,0,,372.44059364526333,887.5569082502517,4.413118856686751,0,2022-02-15,,viral
2023-06-30,Viral Spike,Apparel,10.0,324.2087317941026,mobile,CA,Older Adult,17,0.4,0,,403.76261366495316,1041.1975397403462,4.312381195343779,0,2022-02-15,,viral
2023-07-01,Viral Spike,Apparel,14.0,399.4901472414065,mobile,CA,Young Pro,17,0.4,0,,195.74082386422134,1325.2116918584247,4.330314497543387,0,2022-02-15,,viral
2023-07-02,Viral Spike,Apparel,16.0,498.3569995135788,mobile,US,Family,17,0.4,0,,136.65904103145988,1258.488469491495,4.39711920966749,0,2022-02-15,,viral
2023-07-03,Viral Spike,Apparel,7.0,231.49963013798543,mobile,US,Older Adult,17,0.4,0,,319.083577050222,969.975359126329,4.295494674069043,0,2022-02-15,,viral
2023-07-04,Viral Spike,Apparel,13.0,377.46063832397465,mobile,US,Young Pro,17,0.4,0,,208.11003006281834,897.4138820882213,4.189268953622072,0,2022-02-15,,viral
2023-07-05,Viral Spike,Apparel,13.0,378.51680934489707,mobile,US,Young Pro,17,0.4,0,,245.62827270858466,1185.7200154403915,4.329143716353211,0,2022-02-15,,viral
2023-07-06,Viral Spike,Apparel,16.0,473.3671734505755,amazon,US,Young Pro,17,0.4,0,,202.38154024403,1139.244788822934,3.9234425893461555,0,2022-02-15,,viral
2023-07-07,Viral Spike,Apparel,12.0,348.54355146791704,mobile,US,Young Pro,17,0.4,0,,209.5964907541301,1135.7914605762842,4.206248417204749,0,2022-02-15,,viral
2023-07-08,Viral Spike,Apparel,13.0,379.2284422290875,mobile,US,Young Pro,17,0.4,0,,299.89715785363927,763.0775658420685,4.423389325119189,0,2022-02-15,,viral
2023-07-09,Viral Spike,Apparel,11.0,334.92815409343564,mobile,CA,Family,17,0.4,0,,272.10014193509085,1080.9878643140717,4.271558500376839,0,2022-02-15,,viral
2023-07-10,Viral Spike,Apparel,13.0,414.74921595130866,amazon,US,Family,17,0.4,0,,366.3087113471331,975.8727660019474,4.468570129845094,0,2022-02-15,,viral
2023-07-11,Viral Spike,Apparel,41.0,1082.570340988414,mobile,US,Young Pro,17,0.4,1,holiday,261.8485628510778,737.0950109385516,4.155043735167674,0,2022-02-15,,viral
2023-07-12,Viral Spike,Apparel,9.0,298.3411334435045,mobile,US,Older Adult,17,0.4,0,,301.2484852949673,854.9645144449438,4.413099965245211,0,2022-02-15,,viral
2023-07-13,Viral Spike,Apparel,13.0,378.1033361553415,mobile,US,Young Pro,17,0.4,0,,268.1317687063776,699.9863012070656,4.274385099482377,0,2022-02-15,,viral
2023-07-14,Viral Spike,Apparel,9.0,279.4869178630014,mobile,US,Family,17,0.4,0,,268.15329979414,1285.2127793105963,4.24690086185001,0,2022-02-15,,viral
2023-07-15,Viral Spike,Apparel,17.0,496.8812375024101,mobile,US,Young Pro,17,0.4,0,,419.6237132081401,628.5922966217577,4.521333868081032,0,2022-02-15,,viral
2023-07-16,Viral Spike,Apparel,11.0,320.7852697421652,mobile,US,Young Pro,17,0.4,0,,245.48101278837478,1088.737420088588,4.407685364627399,0,2022-02-15,,viral
2023-07-17,Viral Spike,Apparel,11.0,371.67101353206294,amazon,US,Older Adult,17,0.4,0,,167.45189367289268,1063.747653663897,4.306189754019166,0,2022-02-15,,viral
2023-07-18,Viral Spike,Apparel,11.0,341.1768428890195,mobile,US,Family,17,0.4,0,,302.03925701523167,972.6782722920741,4.185619059265906,0,2022-02-15,,viral
2023-07-19,Viral Spike,Apparel,12.0,340.8799399527413,website,US,Young Pro,17,0.4,0,,290.98834168260805,1130.9103957893792,4.329402934226661,0,2022-02-15,,viral
2023-07-20,Viral Spike,Apparel,9.0,280.44328140456884,mobile,US,Family,17,0.4,0,,242.16544702271148,1128.557436661624,4.418154070117088,0,2022-02-15,,viral
2023-07-21,Viral Spike,Apparel,8.0,270.1088182470052,amazon,US,Older Adult,17,0.4,0,,355.7094977097413,1035.4467821070525,4.2696029869633865,0,2022-02-15,,viral
2023-07-22,Viral Spike,Apparel,14.0,416.7568504034501,amazon,US,Young Pro,17,0.4,0,,322.13210502802383,910.3781977198266,4.230834382166867,0,2022-02-15,,viral
2023-07-23,Viral Spike,Apparel,15.0,476.9223515520317,amazon,US,Family,17,0.4,0,,223.39737918146622,917.8973069917992,4.296885667230213,0,2022-02-15,,viral
2023-07-24,Viral Spike,Apparel,10.0,308.7934607912046,mobile,US,Family,17,0.4,0,,154.8193286913267,1054.690142375976,3.965263624690503,0,2022-02-15,,viral
2023-07-25,Viral Spike,Apparel,8.0,232.2324275439949,mobile,US,Young Pro,17,0.4,0,,368.144286608614,1117.5903274606335,4.178284263413528,0,2022-02-15,,viral
2023-07-26,Viral Spike,Apparel,9.0,261.7210208246305,mobile,US,Young Pro,17,0.4,0,,201.23240826857347,981.5283798447708,4.266192410259303,0,2022-02-15,,viral
2023-07-27,Viral Spike,Apparel,14.0,425.63070883672066,website,US,Family,17,0.4,0,,202.72321417158182,1114.566547656017,4.341055780655064,0,2022-02-15,,viral
2023-07-28,Viral Spike,Apparel,8.0,271.767840927896,amazon,US,Older Adult,17,0.4,0,,358.0737154639424,1047.9501181470687,4.577133142837846,0,2022-02-15,,viral
